SSA-OA-FLXTR Station from 11/07/1996 01:00:00 UTC to 24/07/1996 07:00:00 UTC										
										
&environ										
difsky = 0.0										
ca = 380										
/										
										
&latlong										
lat= 53 37 44.0034										
long= 106 11 52.0434										
tzlong= 106										
lonhem='W'										
lathem='N'										
/										
										
&metformat										
dayorhr=1										
nocolumns=11										
khrsperday=48										
startdate='11/07/96'										
enddate='24/07/96'										
columns= 'DOY'	'WIND'	'TAIR'	'TSOIL'	'RH%'	'VPD'	'PAR'	'RAD'	'PRESS'	'PPT'	FBEAM'
/										
										
DOY	WIND	TAIR	TSOIL	RH%	VPD	PAR	RAD	PRESS	PPT	
	m.s-1	Celsius	Celsius	%	Pa	mmol-2s-1	W.m-2	Pa	mm	
										
DATA STARTS										
203	2.240	10.466	10.466	92.273	978.230	0.030	0.650	93862.000	0.000	0.941
203	2.518	10.528	10.528	92.517	951.265	0.810	0.900	93862.000	0.000	0.939
203	2.816	10.638	10.638	90.429	1225.652	6.970	3.130	93863.000	0.000	0.907
203	3.037	10.805	10.805	88.154	1533.946	19.130	8.390	93887.000	0.000	0.271
203	2.971	10.930	10.930	87.077	1687.375	70.120	35.030	93922.000	0.000	0.770
203	3.204	11.273	11.273	85.573	1927.134	130.780	66.360	93959.000	0.000	0.772
203	3.320	11.700	11.700	86.586	1843.173	254.390	126.720	94000.000	0.000	0.619
203	2.660	12.095	12.095	82.295	2497.006	283.130	141.010	94013.000	0.000	0.729
203	2.894	12.258	12.258	79.934	2860.512	224.250	110.760	94040.000	0.000	0.898
203	2.384	11.992	11.992	85.519	2028.499	105.190	50.230	94074.000	0.139	0.971
203	1.991	11.696	11.696	92.353	1050.471	301.090	146.630	94088.000	0.000	0.903
203	1.262	13.647	13.647	85.674	2236.520	842.790	417.420	94092.000	0.000	0.383
203	1.464	15.037	15.037	72.842	4638.895	644.480	305.280	94115.000	0.000	0.699
203	1.218	16.960	16.960	64.423	6871.451	1500.770	748.840	94117.000	0.000	0.130
203	2.148	16.494	12.470	62.126	7101.686	424.310	215.180	94120.000	0.000	0.891
203	2.910	14.920	12.510	69.102	5238.112	650.070	321.840	94148.000	0.000	0.762
203	2.523	16.648	12.620	69.383	5797.457	1194.970	604.000	94144.000	0.000	0.307
203	2.896	17.396	12.940	59.616	8018.218	1326.370	667.380	94145.000	0.000	0.234
203	3.179	18.307	13.140	55.507	9355.836	1249.770	631.400	94148.000	0.000	0.282
203	3.104	18.399	13.500	54.995	9518.289	1432.970	725.060	94160.000	0.000	0.172
203	3.458	19.311	13.950	50.153	11160.827	1605.170	815.640	94153.000	0.000	0.155
203	3.859	19.897	14.100	46.493	12424.714	1839.470	937.380	94148.000	0.000	0.130
203	4.160	19.850	14.210	44.502	12849.523	1137.270	568.790	94160.000	0.000	0.264
203	3.334	18.993	14.220	51.372	10674.073	965.770	480.110	94181.000	0.000	0.354
203	2.817	19.051	14.120	51.475	10690.103	764.230	383.360	94187.000	0.000	0.479
203	3.978	16.742	14.010	61.979	7242.573	666.630	334.800	94211.000	0.422	0.505
203	3.951	16.346	13.840	70.993	5388.024	192.010	94.300	94215.000	0.283	0.951
203	2.643	15.160	13.680	79.887	3462.825	567.550	283.400	94236.000	0.000	0.394
203	3.528	18.401	13.530	62.033	8030.802	895.690	456.080	94290.000	0.000	0.130
203	3.320	18.593	13.550	55.979	9424.086	559.170	329.250	94298.000	0.000	0.130
203	3.584	17.815	13.530	56.788	8809.619	313.910	234.700	94298.000	0.000	0.130
203	3.147	16.946	13.450	59.318	7850.472	128.580	60.310	94304.000	0.000	0.520
203	3.007	15.601	13.320	64.603	6269.256	51.090	21.170	94314.000	0.000	0.205
203	4.300	14.940	13.160	67.820	5462.482	19.390	9.430	94365.000	0.000	0.723
203	2.772	13.999	12.990	75.247	3953.751	6.850	3.840	94410.000	0.139	0.922
203	2.442	12.717	12.840	83.100	2482.895	1.190	0.000	94408.000	0.000	0.000
203	2.678	12.167	12.680	84.044	2261.031	0.030	0.000	94419.000	0.000	0.000
203	2.808	12.064	12.500	84.628	2163.551	0.000	0.170	94428.000	0.000	0.943
203	3.008	11.493	12.350	86.641	1810.663	0.000	0.000	94449.000	0.000	0.000
203	3.647	11.648	12.210	84.810	2080.048	0.000	0.000	94454.000	0.000	0.000
203	3.931	11.168	12.070	88.478	1528.410	0.000	0.000	94466.000	0.000	0.000
204	4.340	11.109	11.950	90.129	1304.286	0.000	0.000	94483.000	0.000	0.000
204	4.302	11.225	11.840	89.863	1349.781	0.000	0.030	94499.000	0.000	0.943
204	4.320	11.295	11.760	88.366	1556.318	0.000	0.000	94486.000	0.000	0.000
204	3.605	11.029	11.690	90.688	1223.905	0.000	0.000	94471.000	0.000	0.000
204	3.929	10.756	11.620	92.392	981.957	0.000	0.020	94472.000	0.000	0.943
204	4.402	11.342	11.550	89.647	1389.274	0.000	0.090	94486.000	0.000	0.943
204	3.884	11.645	11.500	87.399	1725.180	0.000	0.000	94485.000	0.000	0.000
204	3.660	11.668	11.460	87.464	1718.892	0.060	0.020	94499.000	0.000	0.943
204	3.710	11.700	11.420	87.532	1713.186	1.710	0.600	94501.000	0.000	0.941
204	4.113	11.234	11.380	90.922	1209.492	15.530	5.730	94526.000	0.139	0.879
204	4.188	10.910	11.340	93.986	784.213	53.250	19.340	94541.000	0.000	0.130
204	4.575	11.361	11.310	92.287	1036.315	191.720	96.590	94552.000	0.000	0.130
204	4.249	12.277	11.320	88.018	1710.232	311.800	155.270	94571.000	0.000	0.146
204	4.181	13.263	11.370	84.093	2421.968	476.490	237.150	94577.000	0.000	0.148
204	3.815	14.177	11.480	81.311	3019.816	626.110	309.480	94592.000	0.000	0.146
204	3.874	14.725	11.680	79.774	3386.054	777.600	382.170	94584.000	0.000	0.146
204	4.008	15.516	11.890	77.535	3957.212	938.450	460.040	94574.000	0.000	0.146
204	4.089	16.991	12.120	72.207	5378.589	1084.270	532.620	94569.000	0.000	0.146
204	4.343	18.087	12.450	69.709	6282.057	1221.170	598.770	94572.000	0.000	0.147
204	4.259	19.099	12.730	67.938	7084.478	1344.070	660.180	94570.000	0.000	0.148
204	4.378	19.957	13.000	65.257	8097.646	1341.070	658.570	94558.000	0.000	0.154
204	5.336	20.417	13.270	62.824	8914.899	1340.070	668.580	94548.000	0.000	0.171
204	4.638	20.722	13.540	61.907	9308.335	1365.470	680.960	94535.000	0.000	0.184
204	6.646	21.188	13.860	56.927	10831.357	1587.770	791.810	94511.000	0.000	0.146
204	5.538	20.977	14.220	58.534	10292.898	1137.070	561.480	94494.000	0.000	0.377
204	5.146	20.410	14.320	63.313	8793.832	676.510	327.820	94502.000	2.117	0.769
204	2.847	15.344	14.270	93.025	1215.159	282.880	132.220	94506.000	0.706	0.961
204	2.443	15.438	14.040	97.563	427.135	172.510	75.900	94518.000	0.139	0.971
204	2.758	15.638	15.638	96.734	579.823	186.170	87.950	94513.000	0.283	0.971
204	3.209	15.503	13.900	93.537	1137.509	177.190	82.600	94482.000	0.139	0.971
204	3.482	15.167	13.820	93.624	1098.241	212.050	104.190	94505.000	0.000	0.964
204	3.174	15.848	13.750	94.830	930.269	487.220	242.760	94480.000	0.000	0.778
204	3.736	16.630	13.760	92.578	1403.779	491.270	250.470	94494.000	0.139	0.704
204	4.427	16.297	13.840	90.698	1722.450	234.330	115.310	94518.000	0.000	0.925
204	4.587	15.407	13.770	91.995	1400.254	118.310	53.370	94563.000	0.139	0.969
204	3.343	15.222	13.640	93.895	1055.287	453.620	228.870	94588.000	0.139	0.378
204	3.293	15.733	13.580	91.318	1550.749	385.720	232.460	94559.000	0.000	0.158
204	2.964	16.235	13.560	87.255	2350.679	282.700	202.160	94523.000	0.000	0.130
204	2.824	15.476	13.510	89.596	1827.969	164.020	78.860	94520.000	0.000	0.202
204	3.541	15.273	13.560	90.886	1580.583	164.940	66.860	94527.000	0.000	0.130
204	3.091	14.822	13.870	93.736	1055.244	55.880	28.790	94548.000	0.000	0.000
204	3.509	14.331	13.430	95.602	717.763	11.920	5.610	94559.000	0.000	0.913
204	3.594	14.080	13.180	95.690	692.055	0.950	0.390	94549.000	0.000	0.942
204	3.906	13.924	13.020	96.929	488.143	0.020	0.240	94563.000	0.000	0.942
204	3.452	13.907	12.910	96.820	504.911	0.000	0.000	94552.000	0.000	0.000
204	3.572	13.561	12.800	98.717	199.179	0.000	0.000	94567.000	0.000	0.000
204	3.610	13.461	12.710	99.525	73.262	0.000	0.400	94572.000	0.000	0.942
204	3.441	13.713	12.630	99.248	117.904	0.000	0.670	94580.000	0.000	0.942
205	3.721	13.880	12.590	98.478	241.235	0.000	0.420	94592.000	0.000	0.942
205	3.901	13.655	12.560	97.559	381.278	0.000	0.000	94601.000	0.000	0.000
205	3.757	13.329	12.510	96.737	498.962	0.000	0.000	94621.000	0.000	0.000
205	3.661	12.964	12.450	97.189	419.717	0.000	0.000	94631.000	0.000	0.000
205	3.476	12.544	12.380	97.437	372.300	0.000	0.000	94635.000	0.000	0.000
205	3.499	12.079	12.300	97.085	410.681	0.000	0.000	94652.000	0.000	0.000
205	3.816	11.854	12.220	95.698	597.165	0.000	0.000	94663.000	0.000	0.000
205	3.770	11.604	12.140	95.983	548.472	0.040	0.000	94676.000	0.000	0.000
205	3.151	11.386	12.060	96.923	414.109	1.870	0.540	94708.000	0.000	0.941
205	2.994	11.104	11.970	97.362	348.451	16.350	5.960	94732.000	0.000	0.886
205	3.239	11.075	11.890	97.380	345.408	56.230	24.690	94761.000	0.000	0.000
205	3.517	11.828	11.840	95.055	685.243	174.530	91.080	94781.000	0.000	0.130
205	3.176	12.540	11.840	92.427	1099.760	264.590	131.050	94805.000	0.000	0.170
205	3.212	12.924	11.890	91.786	1223.246	254.380	123.300	94816.000	0.000	0.580
205	3.437	13.152	11.960	91.237	1324.602	406.690	193.240	94839.000	0.000	0.457
205	3.780	13.741	12.040	89.163	1702.207	579.730	285.870	94864.000	0.000	0.307
205	3.620	14.255	12.160	87.926	1960.830	662.420	327.290	94886.000	0.000	0.345
205	3.586	14.327	12.330	88.181	1928.386	491.850	243.620	94904.000	0.000	0.694
205	3.719	14.340	12.480	87.247	2082.529	496.900	246.660	94928.000	0.000	0.752
205	3.566	14.875	12.600	82.470	2963.241	765.150	378.400	94955.000	0.000	0.526
205	3.082	14.985	12.730	81.366	3172.260	623.580	307.710	94968.000	0.000	0.722
205	3.393	16.107	12.830	76.645	4272.540	926.570	462.490	94978.000	0.000	0.467
205	2.326	16.346	12.990	76.578	4350.615	822.440	404.080	95009.000	0.000	0.610
205	2.952	16.873	13.200	72.898	5205.750	827.960	410.150	95031.000	0.000	0.620
205	2.013	17.127	13.370	72.428	5382.009	928.160	460.550	95051.000	0.000	0.542
205	2.327	17.232	13.500	72.508	5402.189	742.710	367.740	95062.000	0.000	0.702
205	2.343	18.426	13.640	68.299	6715.936	1342.670	669.460	95060.000	0.000	0.210
205	2.727	18.721	13.900	66.686	7189.295	1639.770	816.820	95043.000	0.000	0.130
205	2.609	19.662	14.110	60.783	8974.599	1583.270	791.920	95032.000	0.000	0.130
205	2.516	20.385	14.290	58.538	9923.056	1448.770	728.960	95027.000	0.000	0.155
205	3.561	20.129	14.470	59.484	9544.331	1382.970	687.430	95028.000	0.000	0.130
205	2.608	20.391	14.500	59.513	9693.303	1132.370	562.280	95035.000	0.000	0.155
205	2.940	20.239	14.490	56.516	10313.467	747.280	370.670	95040.000	0.000	0.386
205	2.725	19.050	14.500	67.065	7255.158	410.030	195.030	95064.000	0.000	0.758
205	2.272	19.525	14.420	65.076	7924.397	491.230	239.010	95068.000	0.000	0.505
205	2.218	19.759	14.300	65.139	8025.957	515.550	257.990	95074.000	0.000	0.247
205	2.465	20.861	14.290	58.115	10322.950	524.850	300.260	95079.000	0.000	0.130
205	2.486	20.014	14.290	61.465	9013.242	351.700	240.740	95098.000	0.000	0.130
205	1.512	18.775	14.260	69.585	6585.891	175.260	85.590	95118.000	0.000	0.130
205	1.446	18.330	14.170	72.903	5706.096	158.420	58.930	95130.000	0.000	0.130
205	1.768	17.701	14.090	74.077	5247.073	53.200	27.640	95151.000	0.000	0.233
205	1.564	16.606	13.950	77.953	4163.557	10.890	5.220	95167.000	0.000	0.918
205	0.604	15.639	13.790	83.769	2881.724	0.470	0.580	95173.000	0.000	0.941
205	1.637	15.805	13.720	83.288	2998.829	0.030	0.470	95191.000	0.000	0.942
205	0.957	15.620	13.630	83.291	2962.981	0.020	0.360	95194.000	0.000	0.942
205	1.181	15.257	13.540	83.726	2819.396	0.000	0.350	95187.000	0.000	0.942
205	1.884	15.365	13.450	82.604	3034.758	0.000	0.000	95200.000	0.000	0.000
205	2.112	15.445	13.360	80.058	3496.822	0.000	0.000	95203.000	0.000	0.000
